	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
NTC2_Plate1_PCR1	90	69	69	69 (57 uniques)	39 (5 uniques)	22 (3 uniques)	22 (3 uniques)	22 (3 uniques)	22 (3 uniques)	22 (3 uniques)	22 (3 uniques)	22 (3 uniques)	/	/
NTC2_Plate2_PCR1	291	96	96	96 (94 uniques)	39 (2 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	/	/
NTC2_Plate3_PCR1	1041	756	756	756 (323 uniques)	696 (3 uniques)	677 (2 uniques)	677 (2 uniques)	677 (2 uniques)	677 (2 uniques)	677 (2 uniques)	677 (2 uniques)	677 (2 uniques)	/	/
NTC2_Plate5_PCR1	271	121	121	121 (108 uniques)	53 (3 uniques)	38 (2 uniques)	38 (2 uniques)	38 (2 uniques)	38 (2 uniques)	38 (2 uniques)	38 (2 uniques)	38 (2 uniques)	/	/
NTC3_Plate1_PCR1	321	141	141	141 (125 uniques)	55 (2 uniques)	52 (2 uniques)	52 (2 uniques)	52 (2 uniques)	52 (2 uniques)	52 (2 uniques)	52 (2 uniques)	52 (2 uniques)	/	/
NTC3_Plate2_PCR1	824	670	670	670 (304 uniques)	616 (3 uniques)	610 (2 uniques)	610 (2 uniques)	610 (2 uniques)	610 (2 uniques)	610 (2 uniques)	513 (1 uniques)	513 (1 uniques)	/	/
NTC3_Plate3_PCR1	434	315	315	315 (181 uniques)	248 (8 uniques)	212 (4 uniques)	212 (4 uniques)	212 (4 uniques)	212 (4 uniques)	212 (4 uniques)	212 (4 uniques)	212 (4 uniques)	/	/
NTC3_Plate5_PCR1	1031	444	444	444 (240 uniques)	364 (3 uniques)	360 (3 uniques)	360 (3 uniques)	360 (3 uniques)	360 (3 uniques)	360 (3 uniques)	360 (3 uniques)	360 (3 uniques)	/	/
PTC1_Plate1_PCR1	19011	15418	15418	15418 (8375 uniques)	14557 (377 uniques)	12917 (297 uniques)	12910 (292 uniques)	12897 (291 uniques)	12897 (291 uniques)	12897 (255 uniques)	11019 (244 uniques)	11017 (243 uniques)	4999 (237 uniques)	4999 (237 uniques)
PTC1_Plate2_PCR1	18119	13763	13763	13763 (7751 uniques)	12926 (330 uniques)	11400 (254 uniques)	11397 (248 uniques)	11384 (247 uniques)	11384 (247 uniques)	11384 (217 uniques)	9867 (208 uniques)	9867 (208 uniques)	4999 (205 uniques)	4999 (205 uniques)
PTC1_Plate3_PCR1	66902	55477	55477	55477 (25537 uniques)	53902 (793 uniques)	49986 (681 uniques)	49964 (654 uniques)	49346 (635 uniques)	49346 (635 uniques)	49346 (495 uniques)	44534 (478 uniques)	44532 (477 uniques)	4999 (410 uniques)	4999 (409 uniques)
PTC1_Plate4_PCR1	26249	22632	22632	22632 (11267 uniques)	21621 (471 uniques)	19711 (381 uniques)	19699 (369 uniques)	19699 (369 uniques)	19699 (369 uniques)	19699 (316 uniques)	17423 (306 uniques)	17419 (304 uniques)	4999 (291 uniques)	4999 (290 uniques)
PTC1_Plate4_PCR2	151757	134461	134461	134461 (51488 uniques)	131912 (1290 uniques)	125075 (1184 uniques)	124929 (1113 uniques)	122685 (1051 uniques)	122685 (1051 uniques)	122685 (783 uniques)	107252 (753 uniques)	107244 (749 uniques)	4999 (526 uniques)	4999 (525 uniques)
PTC1_Plate5_PCR1	125318	105762	105762	105762 (42084 uniques)	103566 (1030 uniques)	98567 (911 uniques)	98409 (866 uniques)	96718 (836 uniques)	96718 (836 uniques)	96718 (642 uniques)	74116 (609 uniques)	74108 (605 uniques)	4999 (469 uniques)	4999 (468 uniques)
